,Name, StationType, MeanAvgTemperature,yyyy-mm-dd
139,GROVELAND 2, COOP,52.6,2015-04-01
140,TRACY PUMPING PLANT, COOP,64.2,2015-04-01
141,OAKLAND MUSEUM, COOP,59.9,2015-04-01
142,TUOLUMNE MEADOWS R.S., COOP,36.0,2015-04-01
143,MOUNT DIABLO JUNCTION, COOP,55.3,2015-04-01
144,STOCKTON METROPOLITAN AP, WBAN,62.2,2015-04-01
145,DAGGETT AP, WBAN,66.6,2015-04-01
146,MERCED, COOP,64.0,2015-04-01
147,SAN DIEGO MONTGOMERY FIELD, WBAN,64.5,2015-04-01
148,SAN DIEGO INTERNATIONAL AP, WBAN,65.8,2015-04-01
149,SAN DIEGO MIRAMAR NAS, WBAN,64.3,2015-04-01
150,NORTH ISLAND NAS, WBAN,63.4,2015-04-01
151,SAN FRANCISCO INTERNATIONAL AP, WBAN,58.7,2015-04-01
152,SAN LUIS OBISPO MCCHESNEY FIELD, WBAN,59.3,2015-04-01
153,CEDARVILLE, COOP,48.8,2015-04-01
154,CHICO UNIVERSITY FARM, COOP,62.4,2015-04-01
155,CHULA VISTA, COOP,64.3,2015-04-01
156,COLFAX, COOP,58.2,2015-04-01
157,CUYAMACA, COOP,50.7,2015-04-01
158,DAVIS 2 WSW EXP FARM, COOP,61.2,2015-04-01
159,DEATH VALLEY, COOP,78.2,2015-04-01
160,FAIRMONT, COOP,65.7,2015-04-01
161,FORT BRAGG 5 N, COOP,50.2,2015-04-01
162,HANFORD 1 S, COOP,64.4,2015-04-01
163,HAPPY CAMP RANGER STATION, COOP,52.7,2015-04-01
164,INDIO FIRE STATION, COOP,75.4,2015-04-01
165,LEMON COVE, COOP,63.2,2015-04-01
166,LIVERMORE, COOP,59.4,2015-04-01
167,MERCED MUNICIPAL AP, WBAN,61.4,2015-04-01
168,NAPA STATE HOSPITAL, COOP,59.5,2015-04-01
169,OJAI, COOP,57.8,2015-04-01
170,ORLAND, COOP,62.8,2015-04-01
171,ORLEANS, COOP,57.2,2015-04-01
172,PASADENA, COOP,66.7,2015-04-01
173,PASO ROBLES, COOP,58.6,2015-04-01
174,PETALUMA AIRPORT, COOP,56.5,2015-04-01
175,QUINCY, COOP,47.9,2015-04-01
176,REDLANDS, COOP,63.6,2015-04-01
177,SANTA BARBARA, COOP,62.6,2015-04-01
178,SANTA CRUZ, COOP,59.7,2015-04-01
179,TAHOE CITY, COOP,40.7,2015-04-01
180,WASCO, COOP,63.8,2015-04-01
181,WEAVERVILLE, COOP,53.4,2015-04-01
182,WILLOWS 6 W, COOP,62.9,2015-04-01
183,YOSEMITE PARK HEADQUARTERS, COOP,52.0,2015-04-01
184,YREKA, COOP,50.7,2015-04-01
185,BERKELEY, COOP,57.8,2015-04-01
186,BLYTHE, COOP,72.5,2015-04-01
187,EUREKA WFO WOODLEY ISLAND, WBAN,50.6,2015-04-01
188,INDEPENDENCE, WBAN,61.5,2015-04-01
189,SAN LUIS OBISPO POLY, WBAN,59.5,2015-04-01
190,BURNEY, WBAN,47.2,2015-04-01
191,IMPERIAL BEACH REAM FIELD NAS, WBAN,61.4,2015-04-01
192,CAMPO, COOP,56.2,2015-04-01
193,EL CENTRO 2 SSW, COOP,71.4,2015-04-01
194,IMPERIAL COUNTY AP, WBAN,71.6,2015-04-01
195,EL CENTRO NAF, WBAN,72.3,2015-04-01
196,ALPINE, COOP,62.0,2015-04-01
197,RICHMOND, COOP,59.9,2015-04-01
198,MUIR WOODS, COOP,60.1,2015-04-01
199,HETCH HETCHY, COOP,52.0,2015-04-01
200,CHERRY VALLEY DAM, COOP,50.9,2015-04-01
201,SONORA, COOP,54.3,2015-04-01
202,ANTIOCH PUMPING PLANT #3, COOP,62.8,2015-04-01
203,CONCORD BUCHANAN FIELD, WBAN,61.0,2015-04-01
204,CONCORD WASTEWATER PLANT, COOP,61.7,2015-04-01
205,SAN RAFAEL-CIVIC CENTER, COOP,58.9,2015-04-01
206,KENTFIELD, COOP,58.7,2015-04-01
207,MARTINEZ WATER PLANT, COOP,59.4,2015-04-01
208,BODIE CALIFORNIA STATE HISTORIC PARK, COOP,34.2,2015-04-01
209,NAPA COUNTY AIRPORT, WBAN,55.0,2015-04-01
210,BRIDGEPORT, COOP,40.7,2015-04-01
211,CALAVERAS BIG TREES, COOP,47.4,2015-04-01
212,TRAVIS FIELD AFB, WBAN,60.1,2015-04-01
213,FAIRFIELD, COOP,61.2,2015-04-01
214,PARADISE, COOP,60.1,2015-04-01
215,VINTON, COOP,45.0,2015-04-01
216,PORTOLA, COOP,44.0,2015-04-01
217,DE SABLA, COOP,55.4,2015-04-01
218,CANYON DAM, COOP,46.9,2015-04-01
219,CHESTER, COOP,45.8,2015-04-01
220,MINERAL, COOP,47.0,2015-04-01
221,GRASS VALLEY NO. 2, COOP,53.0,2015-04-01
222,COLUSA 2 SSW, COOP,62.1,2015-04-01
223,BLUE CANYON AP, WBAN,48.3,2015-04-01
224,NEVADA CITY, COOP,53.7,2015-04-01
225,TRUCKEE AIRPORT, WBAN,40.1,2015-04-01
226,DONNER MEMORIAL ST PARK, COOP,42.2,2015-04-01
227,BOCA, COOP,41.1,2015-04-01
228,POTTER VALLEY POWERHOUSE, COOP,57.5,2015-04-01
229,BOWMAN DAM, COOP,46.3,2015-04-01
230,OROVILLE, COOP,61.6,2015-04-01
231,OROVILLE MUNICIPAL AP, WBAN,62.8,2015-04-01
232,SIERRAVILLE RS, COOP,44.5,2015-04-01
233,DOWNIEVILLE, COOP,52.0,2015-04-01
234,STRAWBERRY VALLEY, COOP,48.8,2015-04-01
235,STONY GORGE RESERVOIR, COOP,58.4,2015-04-01
236,SCOTIA, COOP,53.9,2015-04-01
237,MANZANITA LAKE, COOP,43.3,2015-04-01
238,WHISKEYTOWN RESERVOIR, COOP,61.0,2015-04-01
239,SHASTA DAM, COOP,61.6,2015-04-01
240,TRINITY RIVER HATCHERY, COOP,54.2,2015-04-01
241,BIG BAR 4 E, COOP,54.8,2015-04-01
242,HAT CREEK, COOP,48.4,2015-04-01
243,WILLOW CREEK 1 NW, COOP,56.3,2015-04-01
244,SUSANVILLE 2SW, WBAN,46.7,2015-04-01
245,TEJON RANCHO, WBAN,64.5,2015-04-01
246,BURBANK GLENDALE PASADENA AP, WBAN,64.9,2015-04-01
247,WATSONVILLE MUNICIPAL AP, WBAN,57.9,2015-04-01
248,SANTA ROSA SONOMA CO AP, WBAN,57.8,2015-04-01
249,TWENTYNINE PALMS 12E - WONDER VALLEY, COOP,68.9,2015-04-01
250,MORONGO VALLEY NORTH, COOP,60.7,2015-04-01
251,SHAFTER 6E, COOP,61.7,2015-04-01
252,TRUCKEE-TAHOE AIRPORT DISTRICT, COOP,40.3,2015-04-01
253,REDONDO BEACH, COOP,61.4,2015-04-01
254,BURBANK VALLEY PUMP PLANT, COOP,63.1,2015-04-01
255,DUNSMUIR TREATMENT PL, COOP,51.6,2015-04-01
256,JESS VALLEY, COOP,41.8,2015-04-01
257,MCCLOUD, COOP,49.0,2015-04-01
258,CALLAHAN, COOP,48.0,2015-04-01
259,SAWYERS BAR RS, COOP,50.8,2015-04-01
260,ALTURAS, COOP,44.8,2015-04-01
261,FORT JONES RS, COOP,47.8,2015-04-01
262,LAVA BEDS NAT MON, COOP,44.5,2015-04-01
263,MOUNT HEBRON RS, COOP,44.0,2015-04-01
264,CRESCENT CITY MCNAMARA AP, WBAN,49.8,2015-04-01
265,FORT BIDWELL, COOP,45.9,2015-04-01
266,TULELAKE, COOP,45.2,2015-04-01
267,COPCO NO 1 DAM, COOP,51.1,2015-04-01
268,BARSTOW, COOP,63.8,2015-04-01
269,PEARBLOSSOM, COOP,60.2,2015-04-01
270,EL CAJON, COOP,64.8,2015-04-01
271,MARKLEY COVE, COOP,59.2,2015-04-01
272,PLACERVILLE 3 ENE, COOP,56.5,2015-04-01
273,TAHOMA, COOP,38.8,2015-04-01
274,CORONA MUNICIPAL AIRPORT, WBAN,60.1,2015-04-01
275,VERDI 2W, COOP,45.1,2015-04-01
276,STATE LINE, Snotel,42.4,2015-04-01
277,Crescent City Area, ThreadEx,49.8,2015-04-01
278,Escondido Area, ThreadEx,65.3,2015-04-01
279,Sacramento Downtown Area, ThreadEx,63.2,2015-04-01
280,Tahoe City Area, ThreadEx,40.7,2015-04-01
281,Ukiah Area, ThreadEx,58.0,2015-04-01
282,LORAINE 5 NNE, COOP,51.9,2015-04-01
283,LEE VINING, COOP,46.3,2015-04-01
284,ANAHEIM, COOP,66.8,2015-04-01
285,NEW MELONES DAM HQ, COOP,59.5,2015-04-01
286,MAMMOTH LAKES R.S., COOP,40.1,2015-04-01
287,MONTEREY WFO, COOP,54.3,2015-04-01
288,SKYLINE RIDGE PRESERVE, COOP,54.1,2015-04-01
289,FREMONT, COOP,59.0,2015-04-01
290,TEHACHAPI 4 SE, COOP,49.4,2015-04-01
291,VALLEJO, COOP,62.2,2015-04-01
292,OXNARD WFO, COOP,60.5,2015-04-01
293,HANFORD MUNICIPAL AP, WBAN,66.0,2015-04-01
294,RAMONA AIRPORT, WBAN,58.6,2015-04-01
295,VACAVILLE NUT TREE AP, WBAN,61.5,2015-04-01
296,ALTURAS MUNICIPAL AP, WBAN,44.3,2015-04-01
297,MADERA MUNICIPAL AP, WBAN,62.2,2015-04-01
298,BAKERSFIELD 5 NW, COOP,63.9,2015-04-01
299,FRESNO 5 NE, COOP,65.1,2015-04-01
300,OCEANSIDE MUNICIPAL AP, WBAN,60.7,2015-04-01
301,SAN DIEGO SEAWORLD, COOP,62.1,2015-04-01
302,ARCATA EUREKA AP, WBAN,48.9,2015-04-01
303,NEWPORT BEACH HARBOR, WBAN,62.1,2015-04-01
304,ESCONDIDO NO. 2, COOP,65.3,2015-04-01
305,REDDING MUNICIPAL AP, WBAN,63.2,2015-04-01
306,AVALON CATALINA AP, WBAN,60.4,2015-04-01
307,SANTA MARIA PUBLIC AP, WBAN,59.0,2015-04-01
308,MOUNT SHASTA, WBAN,49.4,2015-04-01
309,RED BLUFF MUNICIPAL AP, WBAN,63.1,2015-04-01
310,NEEDLES AP, WBAN,73.7,2015-04-01
311,CHINA LAKE NAF, WBAN,63.7,2015-04-01
312,MCOLF CAMP PENDLETON RED BEACH AIRPORT, WBAN,62.3,2015-04-01
313,SOUTH LAKE F.S, COOP,57.7,2015-04-01
314,CAMPO ASOS, WBAN,55.2,2015-04-01
315,Burbank Glendale Pasadena Area, ThreadEx,64.9,2015-04-01
316,Camarillo Area, ThreadEx,61.3,2015-04-01
317,Needles Area, ThreadEx,73.7,2015-04-01
318,Oxnard Area, ThreadEx,60.5,2015-04-01
319,Palm Springs Area, ThreadEx,74.1,2015-04-01
320,Riverside Area, ThreadEx,65.6,2015-04-01
321,Ramona Area, ThreadEx,58.6,2015-04-01
322,HEARST CASTLE, COOP,58.3,2015-04-01
323,GETTY CENTER, COOP,63.4,2015-04-01
324,HESPERIA 2E, COOP,60.4,2015-04-01
325,RANCHO BERNARDO, COOP,63.8,2015-04-01
326,OCOTILLO WELLS 2W, COOP,74.4,2015-04-01
327,IRVINE RANCH, COOP,66.0,2015-04-01
328,MT. LAGUNA #3, COOP,50.0,2015-04-01
329,AVALON INLAND, COOP,55.2,2015-04-01
330,DESERT CENTER 2 NNE, COOP,69.5,2015-04-01
331,TORRANCE AP, WBAN,63.1,2015-04-01
332,MERCED 23 WSW, WBAN,58.7,2015-04-01
333,REDDING 12 WNW, WBAN,58.3,2015-04-01
334,STOVEPIPE WELLS 1 SW, WBAN,77.2,2015-04-01
335,LOS ANGELES DOWNTOWN/USC, WBAN,65.8,2015-04-01
336,FRESNO YOSEMITE INT'L, WBAN,64.3,2015-04-01
337,MONTEREY PENINSUL AP, WBAN,55.2,2015-04-01
338,PASO ROBLES MUNICIPAL AP, WBAN,59.8,2015-04-01
339,MONTAGUE SISKIYOU AIRPORT, WBAN,49.0,2015-04-01
340,SAN JOSE, WBAN,59.6,2015-04-01
341,PALM SPRINGS ASOS, WBAN,74.1,2015-04-01
342,SAN DIEGO BROWN FIELD, WBAN,62.8,2015-04-01
343,Bakersfield Area, ThreadEx,65.5,2015-04-01
344,Bishop Area, ThreadEx,56.5,2015-04-01
345,Los Angeles Downtown Area, ThreadEx,65.8,2015-04-01
346,Eureka Area, ThreadEx,50.6,2015-04-01
347,Fresno Area, ThreadEx,64.3,2015-04-01
348,Los Angeles Airport Area, ThreadEx,62.2,2015-04-01
349,Long Beach Area, ThreadEx,65.9,2015-04-01
350,Redding Area, ThreadEx,63.2,2015-04-01
351,Sacramento Area, ThreadEx,61.9,2015-04-01
352,San Diego Area, ThreadEx,65.8,2015-04-01
353,Stockton Area, ThreadEx,62.2,2015-04-01
354,San Francisco Airport Area, ThreadEx,58.7,2015-04-01
355,Santa Maria Area, ThreadEx,59.0,2015-04-01
356,CAMP PENDLETON MCAS, WBAN,59.3,2015-04-01
357,LEMOORE REEVES NAS, WBAN,62.9,2015-04-01
358,ARVIN, COOP,65.5,2015-04-01
359,CHIRIACO SUMMIT, COOP,68.1,2015-04-01
360,EDWARDS AFB NORTH AUXILIARY AIRFIELD, WBAN,59.0,2015-04-01
361,FALLBROOK 5 NE, WBAN,64.9,2015-04-01
362,SANTA BARBARA 11 W, WBAN,58.4,2015-04-01
363,BODEGA 6 WSW, WBAN,51.6,2015-04-01
364,YOSEMITE VILLAGE 12 W, WBAN,45.0,2015-04-01
365,YUCCA MESA, COOP,62.0,2015-04-01
366,YUCCA VALLEY, COOP,60.2,2015-04-01
367,JOHNSON VALLEY, COOP,60.2,2015-04-01
368,ARBUCKLE BASIN CALIFORNIA, RAWS,57.6,2015-04-01
369,ACTON CALIFORNIA, RAWS,58.7,2015-04-01
370,ARROYO GRANDE CALIFORNIA, RAWS,60.6,2015-04-01
371,ALDER SPRINGS CALIFORNIA, RAWS,51.6,2015-04-01
372,ALPINE CALIFORNIA, RAWS,59.7,2015-04-01
373,LOS ALTOS CALIFORNIA, RAWS,59.0,2015-04-01
374,ANZA CALIFORNIA, RAWS,54.0,2015-04-01
375,ALDER POINT CALIFORNIA, RAWS,55.1,2015-04-01
376,ARROYO SECO (MT. DIABLO) CALIF, RAWS,59.1,2015-04-01
377,ASH CREEK CALIFORNIA, RAWS,45.6,2015-04-01
378,BACKBONE CALIFORNIA, RAWS,50.5,2015-04-01
379,BALD MTN LOC CALIFORNIA, RAWS,52.7,2015-04-01
380,BARNABY CALIFORNIA, RAWS,55.4,2015-04-01
381,BATTERSON CALIFORNIA, RAWS,56.8,2015-04-01
382,BIG BAR CALIFORNIA, RAWS,56.5,2015-04-01
383,BELL CANYON CALIFORNIA, RAWS,64.0,2015-04-01
384,BRADLEY CALIFORNIA, RAWS,60.2,2015-04-01
385,BEAR PEAK CALIFORNIA, RAWS,42.6,2015-04-01
386,BENTON CALIFORNIA, RAWS,48.6,2015-04-01
387,BEAUMONT CALIFORNIA, RAWS,61.2,2015-04-01
388,BEVERLY HILLS CALIFORNIA, RAWS,67.4,2015-04-01
389,BANGOR CALIFORNIA, RAWS,60.3,2015-04-01
390,BIG PINES CALIFORNIA, RAWS,47.4,2015-04-01
391,BIG ROCK CALIFORNIA, RAWS,56.8,2015-04-01
392,BLACK DIAMOND CALIFORNIA, RAWS,58.2,2015-04-01
393,BLUE DOOR CALIFORNIA, RAWS,41.9,2015-04-01
394,BLUE RIDGE (KNF) CALIFORNIA, RAWS,43.2,2015-04-01
395,BEN BOLT CALIFORNIA, RAWS,58.4,2015-04-01
396,BEN LOMOND CALIFORNIA, RAWS,54.1,2015-04-01
397,BOGARD R.S. CALIFORNIA, RAWS,41.8,2015-04-01
398,BOONVILLE CALIFORNIA, RAWS,55.6,2015-04-01
399,BIG PINE FLAT CALIFORNIA, RAWS,45.4,2015-04-01
400,BRIDGEPORT 4NW CALIFORNIA, RAWS,43.8,2015-04-01
401,BRANCH MOUNTAIN CALIFORNIA, RAWS,54.9,2015-04-01
402,BEAR FLAT CALIFORNIA, RAWS,41.0,2015-04-01
403,BRIONES CALIFORNIA, RAWS,57.2,2015-04-01
404,BLACKROCK CALIFORNIA, RAWS,41.6,2015-04-01
405,BROOKS CALIFORNIA, RAWS,62.6,2015-04-01
406,BIG SUR CALIFORNIA, RAWS,57.2,2015-04-01
407,BULL FLAT CALIFORNIA, RAWS,45.3,2015-04-01
408,BURNS CANYON CALIFORNIA, RAWS,53.4,2015-04-01
409,BUTTERCUP CALIFORNIA, RAWS,73.6,2015-04-01
410,BEAVER CAMP LOC CALIFORNIA, RAWS,52.8,2015-04-01
411,BRAZIE RANCH CALIFORNIA, RAWS,52.1,2015-04-01
412,CAHUILLA CALIFORNIA, RAWS,75.0,2015-04-01
413,CALLAHAN CALIFORNIA, RAWS,50.4,2015-04-01
414,CAMERON FIRE STATION CALIFORNI, RAWS,53.9,2015-04-01
415,CANBY CALIFORNIA, RAWS,45.4,2015-04-01
416,CARRIZO CALIFORNIA, RAWS,59.5,2015-04-01
417,CATHEYS VALLEY CALIFORNIA, RAWS,61.6,2015-04-01
418,CEDAR GROVE CALIFORNIA, RAWS,48.4,2015-04-01
419,CHEESEBORO CALIFORNIA, RAWS,64.5,2015-04-01
420,CHILAO CALIFORNIA, RAWS,53.1,2015-04-01
421,CHUCHUPATE CALIFORNIA, RAWS,46.2,2015-04-01
422,CLAREMONT CALIFORNIA, RAWS,61.5,2015-04-01
423,CLEAR CREEK CALIFORNIA, RAWS,57.3,2015-04-01
424,CLARK CALIFORNIA, RAWS,62.6,2015-04-01
425,CALAVERAS ROAD CALIFORNIA, RAWS,57.1,2015-04-01
426,CASE MOUNTAIN CALIFORNIA, RAWS,46.4,2015-04-01
427,COHASSET CALIFORNIA, RAWS,60.6,2015-04-01
428,COLLINS BALDY CALIFORNIA, RAWS,43.5,2015-04-01
429,CONVERSE CALIFORNIA, RAWS,49.0,2015-04-01
430,COOSKIE MOUNTAIN CALIFORNIA, RAWS,48.4,2015-04-01
431,CORRALITOS CALIFORNIA, RAWS,57.1,2015-04-01
432,COUNTY LINE CALIFORNIA, RAWS,59.3,2015-04-01
433,CAMP 9 CALIFORNIA, RAWS,56.4,2015-04-01
434,CRANE FLAT LOOKOUT CALIFORNIA, RAWS,45.9,2015-04-01
435,CRESTVIEW CALIFORNIA, RAWS,39.6,2015-04-01
436,CORNING CALIFORNIA, RAWS,62.3,2015-04-01
437,CARPENTER RIDGE CALIFORNIA, RAWS,49.9,2015-04-01
438,CRANSTON CALIFORNIA, RAWS,63.1,2015-04-01
439,CRAZY PEAK CALIFORNIA, RAWS,46.1,2015-04-01
440,CASHMAN CALIFORNIA, RAWS,52.4,2015-04-01
441,DESCANSO CALIFORNIA, RAWS,55.0,2015-04-01
442,DEVILS GARDEN CALIFORNIA, RAWS,44.7,2015-04-01
443,DIABLO GRANDE CALIFORNIA, RAWS,59.7,2015-04-01
444,DEMOCRAT CALIFORNIA, RAWS,58.9,2015-04-01
445,DINKEY CALIFORNIA, RAWS,42.6,2015-04-01
446,DOG VALLEY CALIFORNIA, RAWS,42.5,2015-04-01
447,DOYLE CALIFORNIA, RAWS,49.5,2015-04-01
448,DUNCAN CALIFORNIA, RAWS,45.5,2015-04-01
449,DEL VALLE CALIFORNIA, RAWS,63.7,2015-04-01
450,DEVORE CALIFORNIA, RAWS,62.3,2015-04-01
451,EAGLE PEAK CALIFORNIA, RAWS,54.3,2015-04-01
452,EEL RIVER CAMP CALIFORNIA, RAWS,55.0,2015-04-01
453,EEL RIVER CALIFORNIA, RAWS,55.9,2015-04-01
454,EL CARISO CALIFORNIA, RAWS,62.2,2015-04-01
455,MOUNT ELIZABETH CALIFORNIA, RAWS,52.1,2015-04-01
456,EL MIRAGE CALIFORNIA, RAWS,71.4,2015-04-01
457,FANCHER CREEK CALIFORNIA, RAWS,64.8,2015-04-01
458,FAWNSKIN CALIFORNIA, RAWS,43.2,2015-04-01
459,FENCE MEADOW CALIFORNIA, RAWS,51.7,2015-04-01
460,FORT HUNTER LIGGET CALIFORNIA, RAWS,58.3,2015-04-01
461,FIGUEROA CALIFORNIA, RAWS,58.6,2015-04-01
462,FISH CREEK MTN CALIFORNIA, RAWS,75.5,2015-04-01
463,FIVE MILE CALIFORNIA, RAWS,62.6,2015-04-01
464,FORESTHILL CALIFORNIA, RAWS,52.0,2015-04-01
465,FOUNTAIN SPRINGS CALIFORNIA, RAWS,61.5,2015-04-01
466,FREMONT CANYON CALIFORNIA, RAWS,63.6,2015-04-01
467,FRIEND MOUNTAIN CALIFORNIA, RAWS,48.3,2015-04-01
468,GRASSHOPPER CALIFORNIA, RAWS,41.8,2015-04-01
469,GOOSE VALLEY CALIFORNIA, RAWS,62.9,2015-04-01
470,GORDON CALIFORNIA, RAWS,42.8,2015-04-01
471,GREEN SPRING CALIFORNIA, RAWS,59.9,2015-04-01
472,HASTINGS CALIFORNIA, RAWS,55.0,2015-04-01
473,HAWKEYE CALIFORNIA, RAWS,56.5,2015-04-01
474,HAYFORK CALIFORNIA, RAWS,51.4,2015-04-01
475,HELL HOLE CALIFORNIA, RAWS,48.2,2015-04-01
476,HERNANDEZ CALIFORNIA, RAWS,55.3,2015-04-01
477,HIGH GLADE LOOKOUT CALIFORNIA, RAWS,49.8,2015-04-01
478,HIGH SIERRA CALIFORNIA, RAWS,43.6,2015-04-01
479,HOPLAND CALIFORNIA, RAWS,56.2,2015-04-01
480,HOLLISTER CALIFORNIA, RAWS,57.6,2015-04-01
481,HUNTER MOUNTAIN CALIFORNIA, RAWS,47.1,2015-04-01
482,HORSE LAKE CALIFORNIA, RAWS,43.8,2015-04-01
483,HOOPA CALIFORNIA, RAWS,56.5,2015-04-01
484,HORSE THIEF SPRINGS CALIFORNIA, RAWS,57.0,2015-04-01
485,HURLEY CALIFORNIA, RAWS,56.8,2015-04-01
486,INDIAN WELL CALIFORNIA, RAWS,45.3,2015-04-01
487,JARBO GAP CALIFORNIA, RAWS,57.3,2015-04-01
488,JERSEYDALE CALIFORNIA, RAWS,55.3,2015-04-01
489,JOHNSONDALE CALIFORNIA, RAWS,48.2,2015-04-01
490,JUANITA LAKE CALIFORNIA, RAWS,45.7,2015-04-01
491,JULIAN CALIFORNIA, RAWS,53.4,2015-04-01
492,JUNIPER CREEK CALIFORNIA, RAWS,45.0,2015-04-01
493,KEENWILD CALIFORNIA, RAWS,53.6,2015-04-01
494,KETTLEMAN HILLS CALIFORNIA, RAWS,66.4,2015-04-01
495,KNOXVILLE CREEK CALIFORNIA, RAWS,57.1,2015-04-01
496,KONOCTI CALIFORNIA, RAWS,58.0,2015-04-01
497,LOS BANOS CALIFORNIA, RAWS,64.0,2015-04-01
498,MT. LAGUNA CALIFORNIA, RAWS,47.7,2015-04-01
499,LA HONDA CALIFORNIA, RAWS,54.0,2015-04-01
500,LA PANZA CALIFORNIA, RAWS,56.3,2015-04-01
501,LAURAL MOUNTAIN CALIFORNIA, RAWS,59.8,2015-04-01
502,LASSEN LODGE CALIFORNIA, RAWS,53.0,2015-04-01
503,LAUFMAN CALIFORNIA, RAWS,48.0,2015-04-01
504,LAYTONVILLE CALIFORNIA, RAWS,54.4,2015-04-01
505,LADDER BUTTE CALIFORNIA, RAWS,44.8,2015-04-01
506,LEO CARRILLO CALIFORNIA, RAWS,61.2,2015-04-01
507,LOS GATOS CALIFORNIA, RAWS,57.6,2015-04-01
508,LOST HORSE CALIFORNIA, RAWS,56.1,2015-04-01
509,LINCOLN CALIFORNIA, RAWS,60.8,2015-04-01
510,LOWER KLAMATH CALIFORNIA, RAWS,43.9,2015-04-01
511,LOS PRIETOS CALIFORNIA, RAWS,61.2,2015-04-01
512,LAS TABLAS CALIFORNIA, RAWS,55.7,2015-04-01
513,LITTLE TUJUNGA CALIFORNIA, RAWS,62.0,2015-04-01
514,SANTA ROSA ISLAND CALIFORNIA, RAWS,56.1,2015-04-01
515,SANTA ROSA PLATEAU CALIFORNIA, RAWS,61.8,2015-04-01
516,SANTA ROSA CALIFORNIA, RAWS,58.5,2015-04-01
517,STAMPEDE CALIFORNIA, RAWS,42.4,2015-04-01
518,STONYFORD CALIFORNIA, RAWS,58.8,2015-04-01
519,SUGARLOAF (SHF) CALIFORNIA, RAWS,54.5,2015-04-01
520,SPRING VALLEY CALIFORNIA, RAWS,53.3,2015-04-01
521,TANBARK CALIFORNIA, RAWS,59.4,2015-04-01
522,TEMESCAL (LPF) CALIFORNIA, RAWS,62.7,2015-04-01
523,THOMES CREEK CALIFORNIA, RAWS,63.1,2015-04-01
524,TIMBER MOUNTAIN CALIFORNIA, RAWS,46.0,2015-04-01
525,MOUNT TOM CALIFORNIA, RAWS,38.2,2015-04-01
526,LAS TRAMPAS CALIFORNIA, RAWS,56.7,2015-04-01
527,TRINITY CAMP CALIFORNIA, RAWS,52.0,2015-04-01
528,TRIMMER CALIFORNIA, RAWS,59.9,2015-04-01
529,UHL / HOT SPRINGS, RAWS,54.2,2015-04-01
530,UNDERWOOD CALIFORNIA, RAWS,53.0,2015-04-01
531,VALLEY CENTER CALIFORNIA, RAWS,61.9,2015-04-01
532,VAN BREMMER CALIFORNIA, RAWS,44.9,2015-04-01
533,VALYERMO CALIFORNIA, RAWS,56.2,2015-04-01
534,VANDENBERG CALIFORNIA, RAWS,57.5,2015-04-01
535,WALKER CALIFORNIA, RAWS,50.6,2015-04-01
536,WALKER PASS CALIFORNIA, RAWS,55.2,2015-04-01
537,WARM SPRINGS CALIFORNIA, RAWS,57.4,2015-04-01
538,WEED AIRPORT CALIFORNIA, RAWS,50.1,2015-04-01
539,WESTWOOD CALIFORNIA, RAWS,44.8,2015-04-01
540,WHITE CLOUD CALIFORNIA, RAWS,52.7,2015-04-01
541,WHITTIER HILLS CALIFORNIA, RAWS,65.5,2015-04-01
542,WHITMORE CALIFORNIA, RAWS,56.8,2015-04-01
543,WILEY RIDGE CALIFORNIA, RAWS,62.7,2015-04-01
544,WOFFORD HEIGHTS CALIFORNIA, RAWS,56.6,2015-04-01
545,WOLVERTON CALIFORNIA, RAWS,52.5,2015-04-01
546,WOODACRE CALIFORNIA, RAWS,56.4,2015-04-01
547,WHITAKER PEAK CALIFORNIA, RAWS,56.9,2015-04-01
548,WHITE WOLF CALIFORNIA, RAWS,39.0,2015-04-01
549,YOLLA BOLLA CALIFORNIA, RAWS,50.7,2015-04-01
550,YUCCA VALLEY CALIFORNIA, RAWS,60.5,2015-04-01
551,YUROK CALIFORNIA, RAWS,56.7,2015-04-01
552,HAGAN'S MEADOW, Snotel,38.4,2015-04-01
553,BLUE LAKES, Snotel,36.8,2015-04-01
554,POISON FLAT, Snotel,38.3,2015-04-01
555,SONORA PASS, Snotel,36.2,2015-04-01
556,LEAVITT MEADOWS, Snotel,40.5,2015-04-01
557,VIRGINIA LAKES RIDGE, Snotel,36.9,2015-04-01
558,LOBDELL LAKE, Snotel,35.1,2015-04-01
559,EBBETTS PASS, Snotel,37.4,2015-04-01
560,HEAVENLY VALLEY, Snotel,36.9,2015-04-01
561,LEAVITT LAKE, Snotel,34.9,2015-04-01
562,SPRATT CREEK, Snotel,43.9,2015-04-01
563,MONITOR PASS, Snotel,39.2,2015-04-01
564,BURNSIDE LAKE, Snotel,35.7,2015-04-01
565,SUMMIT MEADOW, Snotel,35.1,2015-04-01
566,FORESTDALE CREEK, Snotel,39.3,2015-04-01
567,HORSE MEADOW, Snotel,37.2,2015-04-01
568,CARSON PASS, Snotel,37.3,2015-04-01
569,CROWDER FLAT, Snotel,43.0,2015-04-01
570,CEDAR PASS, Snotel,40.1,2015-04-01
571,DISMAL SWAMP, Snotel,35.9,2015-04-01
572,ADIN MTN, Snotel,39.4,2015-04-01
573,INDEPENDENCE CREEK, Snotel,40.1,2015-04-01
574,INDEPENDENCE CAMP, Snotel,39.8,2015-04-01
